,Institution Name,Issued by Top 25 Institution,Product Name,Report Date,Availability of Credit Card Plan,State,State (Multiple),Pertains to Specific Counties?,Requirements for Opening,Requirements for Opening Types,Geographic Restrictions,Professional Affiliation,Other,Secured Card,Targeted Credit Tiers,Purchase APR Offered?,Purchase APR Vary by Balance,Purchase APR Balance Tier 1,Purchase APR Tier 1 From Balance,Purchase APR Tier 1 To Balance,Purchase APR Balance Tier 2,Purchase APR Tier 2 From Balance,Purchase APR Tier 2 To Balance,Purchase APR Balance Tier 3,Purchase APR Tier 3 From Balance,Purchase APR Tier 3 To Balance,Purchase APR Balance Tier 4,Purchase APR Tier 4 From Balance,Purchase APR Tier 4 To Balance,Purchase APR Index,Variable Rate Index,Index,Purchase APR Vary by Credit Tier,Purchase APR no score,Purchase APR poor,Purchase APR good,Purchase APR great,Purchase APR min,Purchase APR median,Purchase APR max,Introductory APR Offered?,Introductory APR Vary By Credit Tier,Intro APR no score,Intro APR poor,Intro APR good,Intro APR great,Intro APR min,Intro APR median,Intro APR max,Median Length of Introductory APR,Balance Transfer Offered?,Balance Transfer APR Vary by Credit Tier,Transfer APR no score,Transfer APR poor,Transfer APR good,Transfer APR great,Transfer APR min,Transfer APR median,Transfer APR max,Median Length of Balance Transfer APR,Balance Transfer Grace Period,Cash Advance APR Offered?,Cash Advance APR Vary by Credit Tier,Advance APR no score,Advance APR poor,Advance APR good,Advance APR great,Advance APR min,Advance APR median,Advance APR max,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Balance Computation Method,Balance Computation Method Details,Periodic Fee Type,Annual Fee,Monthly Fee,Weekly Fee,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Periodic min,Periodic max,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Cash Advance Fee ($),Cash Advance Fee (%),Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Late Fees?,Late Fee Types,Late Fee ($),Late Fee Six Month Billing Cycle,Late Fee Policy Details,Over Limit Fees?,Over Limit Fee Types,Over Limit Fee ($),Overlimit Fee Detail,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name 2,Other Fee Amount 2,Other Fee Explanation 2,Other Fee Name 3,Other Fee Amount 3,Other Fee Explanation 3,Other Fee Name 4,Other Fee Amount 4,Other Fee Explanation 4,Other Fee Name 5,Other Fee Amount 5,Other Fee Explanation 5,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAA Federal Savings Bank,TRUE,USAA Preferred Cash Rewards,2024-12-31,National,,,,Yes,Professional Affiliation,,Service Member Related,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,25.40%,28.40%,25.40%,22.40%,16.40%,25.40%,28.40%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,Yes,25.40%,28.40%,25.40%,22.40%,16.40%,,28.40%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,5.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$35.00,,No,,,,Yes,No,Return Payment,$25.00,Payment is rejected,,,,,,,,,,,,,Access to Free Credit Scores,,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.usaa.com,(800) 531-8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAA Federal Savings Bank,TRUE,USAA Eagle Navigator,2024-12-31,National,,,,Yes,Professional Affiliation,,Service Member Related,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,27.65%,27.65%,27.65%,19.40%,19.40%,26.53%,27.65%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,Yes,27.65%,27.65%,27.65%,19.40%,19.40%,,27.65%,Yes,25,No,,Average daily balance including new purchases,,Annual,$95.00,,,,,,No,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,5.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$35.00,,No,,,,Yes,No,Returned Payment,$25.00,Payment is rejected.,,,,,,,,,,,,,Access to Free Credit Scores,,Travel-related rewards; Other rewards,Reward points.,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.usaa.com,(800) 531-8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAA Federal Savings Bank,TRUE,USAA Rewards,2024-12-31,National,,,,Yes,Professional Affiliation,,Service Member Related,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,24.40%,28.40%,24.40%,20.40%,14.40%,24.40%,28.40%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,Yes,24.40%,28.40%,24.40%,20.40%,14.40%,,28.40%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,5.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$35.00,,No,,,,Yes,No,Return Payment,$25.00,Payment is rejected,,,,,,,,,,,,,Access to Free Credit Scores,,Other rewards,Reward points,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.usaa.com,(800) 531-8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAA Federal Savings Bank,TRUE,USAA Cashback Rewards,2024-12-31,National,,,,Yes,Professional Affiliation,,Service Member Related,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,25.40%,28.40%,25.40%,22.40%,16.40%,25.40%,28.40%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,Yes,25.40%,28.40%,25.40%,22.40%,16.40%,,28.40%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,5.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$35.00,,No,,,,Yes,No,Return Payment,$25.00,Payment is rejected,,,,,,,,,,,,,Access to Free Credit Scores,,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.usaa.com,(800) 531-8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAA Federal Savings Bank,TRUE,USAA Secured Card,2024-12-31,National,,,,Yes,Professional Affiliation,,Service Member Related,,Yes,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,27.40%,27.40%,27.40%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,27.40%,27.40%,27.40%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,5.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$35.00,,No,,,,Yes,No,Returned Payment Fee,$25.00,When payment is returned.,,,,,,,,,,,,,Access to Free Credit Scores,,,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.usaa.com,(800) 531-8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USAA Federal Savings Bank,TRUE,Rate Advantage Card,2024-12-31,National,,,,Yes,Professional Affiliation,,Service Member Related,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,23.40%,25.40%,23.40%,18.40%,11.40%,23.40%,25.40%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,Yes,23.40%,25.40%,23.40%,18.40%,11.40%,,25.40%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,5.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,5.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$35.00,,No,,,,Yes,No,Return Payment,$25.00,Payment is rejected,,,,,,,,,,,,,Access to Free Credit Scores,,,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.usaa.com,(800) 531-8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Utah Community Federal Credit Union,FALSE,Low-rate Visa credit card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"Utah Community Credit Union is Federally Chartered with a SEG charter.  Select Employee Groups (SEGs) mean that anyone can be qualified for field of membership.  This includes:

Our field of membership includes people who:

are employees of a partnered em",No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,14.50%,14.50%,11.25%,14.50%,17.75%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,18.00%,18.00%,18.00%,Yes,25,No,,Other,"daily balance method, including new purchases",,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,2.00%,,,Yes,1. What is the amount of the first late fee on the account?,$25.00,,,No,,,,Yes,No,returned payment fee,$25.00,when the cardholder's payment is returned NSF,,,,,,,,,,,,,Access to Free Credit Scores,,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.uccu.com,800-453-8188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vantage West Credit Union,FALSE,Platinum Visa,2024-12-31,One State/Territory,AZ,,Yes,Yes,Geographic Restrictions Beyond Place of Residence,"Live, work, or worship in Pima, Pinal, Maricopa, or Cochise county",,,Yes,Credit score 619 or less,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,26.24%,26.24%,17.24%,10.24%,10.24%,17.24%,26.24%,Yes,Yes,,,0.00%,0.00%,0.00%,,0.00%,12,Yes,Yes,,,0.00%,0.00%,0.00%,,0.00%,12,No,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,30,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,2.99%,$5.00,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,1. What is the amount of the first late fee on the account?,$27.00,,,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Debt cancellation coverage,,,,Chip card,,Phone; Website,https://www.vantagewest.org,800-888-7882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Veridian Credit Union,FALSE,Visa Platinum Credit Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"Veridian Credit Union membership is open to:

Persons living in IA, the following 6 Nebraska counties: Cass, Douglas, Lancaster, Sarpy, Saunders, Washington and the following 8 Minnesota counties Anoka, Carver, Dakota, Hennepin, Ramsey, Scott, Washington,",No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,18.00%,17.33%,14.40%,12.65%,12.65%,14.71%,18.00%,No,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,18.00%,17.33%,14.40%,12.65%,12.65%,,18.00%,Yes,25,No,,Average daily balance excluding new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$15.00,$90.00,,No,,,,Yes,No,Returned payment,$15.00,If the payment is returned for NSF,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty,,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.veridiancu.org/personal/borrow/credit-cards/platinum,800-235-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Verve A Credit Union,FALSE,RateFirst,2024-12-31,Regional,,IL; MN; WI,No,No,,,,,No,Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,21.40%,16.40%,14.40%,12.40%,16.40%,21.40%,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,Yes,Yes,,21.40%,16.40%,14.40%,12.40%,,21.40%,Yes,28,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?",$5.00,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,$25 or equal to balance if balance is less than $25.,No,,,,Yes,No,Returned payment fee,$25.00,Payment source is returned for any reason fee charged is $25 unless the payment amount is less than $25.,,,,,,,,,,,,,,,,,"Chip card; Mobile wallet provisioning (for example, Apple Pay); Other",Card alerts and controls,Phone; Website,https://verveacu.com/personal/product/credit-cards/ratefirst/,1-800-448-9228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vinton County National Bank,FALSE,Consumer Credit Card,2024-12-31,One State/Territory,OH,,Yes,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,4.99%,4.99%,15.90%,Yes,No,,,,,4.99%,4.99%,4.99%,6,Yes,No,,,,,19.90%,19.90%,19.90%,24,No,Yes,No,,,,,19.90%,19.90%,19.90%,Yes,25,Yes,$0.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,3.00% or $5.00,No,,,,,,Yes,1. What is the amount of the first late fee on the account?,$25.00,,,No,,,,No,,,,,,,,,,,,,,,,,,,Cashback rewards; Travel-related rewards,,"Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://vcnbfamily.bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VyStar Credit Union,FALSE,Visa No Frills Platinum,2024-12-31,Regional,,FL; GA,Yes,Yes,Other. Please Describe:,,,Must live in a sponsored county within our footprint.,No,Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,18.00%,15.30%,14.60%,14.60%,15.30%,18.00%,No,,,,,,,,,,Yes,Yes,,18.00%,15.30%,14.60%,1.99%,,2.99%,12,No,Yes,Yes,,18.00%,15.30%,14.60%,14.60%,,18.00%,Yes,3,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,3.00%,,3.00% of the amount of each balance transfer,Yes,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"$10 or 3.00% of each cash advance, whichever is greater.",No,,,,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"You may be charged a Late Payment Fee of up to $25.00 if You do not pay at least the minimum payment by the due
date.",No,,,,Yes,Yes,Returned Payment Fee,$25.00,"If a payment returns, the card is charged $25.00 or the amount of the required minimum payment, whichever is less,",Returned Convenience Check Fee,$25.00,"$25.00 or the amount of the returned convenience check, whichever is less.",Card Replacement Fee,$5.00,If the card has to be replaced.,Rush Fee,$25.00,If the plastic has to be rushed.,,,,,,,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.vystarcu.org/personal/borrow/credit-cards,1-877-366-3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Washington Trust Bank,FALSE,Visa Platinum,2024-12-31,Regional,,ID; OR; WA,No,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,15.74%,15.74%,15.74%,Yes,No,,,,,0.00%,0.00%,0.00%,6,Yes,No,,,,,0.00%,0.00%,0.00%,6,Yes,Yes,No,,,,,17.74%,17.74%,17.74%,Yes,25,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,4.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?",,4.00%,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$25.00,,No,,,,Yes,No,Return Payment,$25.00,When a payment comes back as insufficient funds.,,,,,,,,,,,,,Automobile rental insurance; Extension on manufacturer’s warranty; Other,Travel and Emergency Assistance Services; Roadside Dispatch; Travel Accident Insurance; Personal Identity Theft,Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.watrust.com,1-800-788-4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Webbank,FALSE,Avant Credit Card,2024-12-31,National,,,,No,,,,,No,Credit score 619 or less; Credit scores from 620 to 719,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,29.74%,29.99%,35.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.74%,29.99%,35.99%,Yes,30,Yes,$1.00,Average daily balance including new purchases,,Annual; Monthly,$39.00,$0.99,,,,,Yes,$39.00,$75.00,Annual Fee: $39 Annual Fee: $59 Annual Fee: $75 Monthly Fee: $0.99 Monthly Fee: $1.99,No,,,,,,No,,,,,,Yes,Yes,"1. If the fee is charged in dollars, what is the amount?; 2. If the fee is a percentage of transaction amount, what is it?",$10.00,3.00%,,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$28.00,$39.00,,No,,,,No,,,,,,,,,,,,,,,,,,,Cashback rewards,,Contactless Payments; Chip card; Fee-free foreign transactions,,Website,https://support.avant.com/article/234-how-can-i-contact-avant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wells Fargo Bank, National Association",TRUE,Wells Fargo Advisors by Invitation Visa Signature Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,The Wells Fargo Advisors by Invitation Visa Signature® Card is exclusively for clients of Wells Fargo Advisors.,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,16.74%,16.74%,16.74%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,28.24%,28.24%,28.24%,Yes,25,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Up to 5% for each balance transfer, with a minimum of $5.",Yes,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Either $10 or 5% of the amount of each advance, whichever is greater.",No,,,,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"The fee will be either $29 or the amount of your Minimum Payment, whichever is lower. For any other late payment within a rolling six billing cycle period, the late fee will be either $40 or the amount of your Minimum Payment, whichever is lower.",No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Cellular Telephone Protection, Extended Warranty Protection, Price Protection, Purchase Security, Visa Signature Concierge Services, Visa Signature Luxury Hotel Collection, Emergency Cash Disbursement and Card Replacement, Travel and Emergency Assistance ",Cashback rewards; Travel-related rewards; Other rewards,"Pay with Rewards through PayPal, Redeem for Gift Cards, Statement Credits, Merchandise, and Travel, Points Transfers to Partners","Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay); Other",Zero Liability,Phone; Website,https://www.wellsfargo.com/credit-cards/new-wfa-signature-card/terms/,1-866-229-6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wells Fargo Bank, National Association",TRUE,Choice Privileges Select Mastercard,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,29.24%,24.24%,19.99%,24.24%,29.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,25,Yes,$1.00,Average daily balance including new purchases,,Annual,$95.00,,,,,,No,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"5% for each balance transfer, with a minimum of $5",Yes,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Either $10 or 5%  of the amount of each advance, whichever is greater.",No,,,,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"The fee will be either $29 or the amount of your Minimum Payment, whichever is lower. For any other late payment within a rolling six billing cycle period, the late fee will be either $40 or the amount of your Minimum Payment, whichever is lower.",No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,"Cellular Telephone Protection, Mastercard ID Theft Protection, Mastercard Global Service, Concierge Service, Mastercard Travel and Lifestyle Services, Mastercard Airport Concierge, Mastercard Golf, Auto Rental Collision Damage Waiver, Trip Cancellation an",Travel-related rewards; Other rewards,"Choice Privilege Reward Nights, Points Plus Cash Program, Preferred Hotel Group, Airline and Loyalty Program Rewards Redemption, Redeem for Gift Cards, Rewards Gift Vouchers, Magazine Subscriptions","Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.wellsfargo.com/credit-cards/agreements,1-800-642-4720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
